"","X","Hugo_Symbol","Entrez_Gene_Id","Entrez_Gene_ID_0","RefSeq_ID_0","Accession_0","Gene_symbol","SNP","CHR","BP","TCGAsymbolEQMETABRICsymbol","refseqID","MatchingIlluminaProbeId"
"13848",14817,"ARHGEF28",64283,64283,"XM_932949.2","XM_932949.2","RGNEF",64283,5,73172341,FALSE,"XM_932949","ILMN_1652609"
"13849",14818,"RGN",9104,9104,"XM_937211.1","XM_937211.1","RGN",9104,23,46825391,TRUE,"XM_937211","ILMN_2372698"
"13850",14819,"RGP1",9827,9827,"XM_941746.1","XM_941746.1","RGP1",9827,9,35745076,TRUE,"XM_941746","ILMN_1697000"
"13851",14820,"RGPD1",400966,400966,"NM_001024457.1","NM_001024457.1","RGPD1",400966,2,87094391,TRUE,"NM_001024457","ILMN_2116827"
"13852",14821,"RGPD3",653489,653489,"XM_934113.1","XM_934113.1","",653489,2,106395244,FALSE,"XM_934113","ILMN_1711073"
"13853",14822,"RGPD4",285190,285190,"XM_935060.1","XM_935060.1","RGPD1",285190,2,87049799,FALSE,"XM_935060","ILMN_1662325"
"13854",14823,"RGPD5",84220,84220,"NM_005054.1","NM_005054.1","RGPD5",84220,2,110707686,TRUE,"NM_005054","ILMN_2246256"
"13855",14825,"RGPD8",727851,727851,"XM_001126260.1","XM_001126260.1","RGPD8",727851,2,112908317,TRUE,"XM_001126260","ILMN_1797281"
"13856",14826,"RGR",5995,5995,"NM_001012720.1","NM_001012720.1","RGR",5995,10,86002737,TRUE,"NM_001012720","ILMN_2391219"
"13857",14827,"RGS10",6001,6001,"NM_001005339.1","NM_001005339.1","RGS10",6001,10,121249613,TRUE,"NM_001005339","ILMN_1733538"
"13858",14828,"RGS11",8786,8786,"NM_183337.1","NM_183337.1","RGS11",8786,16,258767,TRUE,"NM_183337","ILMN_1763704"
"13859",14829,"RGS12",6002,6002,"NM_198229.2","NM_198229.2","RGS12",6002,4,3402336,TRUE,"NM_198229","ILMN_1722834"
"13860",14830,"RGS13",6003,6003,"NM_144766.1","NM_144766.1","RGS13",6003,1,190895646,TRUE,"NM_144766","ILMN_2407780"
"13861",14831,"RGS14",10636,10636,"NM_006480.4","NM_006480.4","RGS14",10636,5,176731885,TRUE,"NM_006480","ILMN_1696828"
"13862",14832,"RGS16",6004,6004,"NM_002928.2","NM_002928.2","RGS16",6004,1,180834763,TRUE,"NM_002928","ILMN_1808226"
"13863",14833,"RGS17",26575,26575,"NM_012419.4","NM_012419.4","RGS17",26575,6,153373793,TRUE,"NM_012419","ILMN_1725485"
"13864",14834,"RGS18",64407,64407,"NM_130782.2","NM_130782.2","RGS18",64407,1,190421166,TRUE,"NM_130782","ILMN_2101278"
"13865",14835,"RGS19",10287,10287,"NM_005873.2","NM_005873.2","RGS19",10287,20,62175256,TRUE,"NM_005873","ILMN_1677085"
"13866",14836,"RGS1",5996,5996,"NM_002922.3","NM_002922.3","RGS1",5996,1,190815344,TRUE,"NM_002922","ILMN_1656011"
"13867",14837,"RGS20",8601,8601,"NM_170587.1","NM_170587.1","RGS20",8601,8,55034014,TRUE,"NM_170587","ILMN_1711288"
"13868",14839,"RGS22",26166,26166,"NM_015668.2","NM_015668.2","RGS22",26166,8,101046752,TRUE,"NM_015668","ILMN_1669983"
"13869",14840,"RGS2",5997,5997,"NM_002923.1","NM_002923.1","RGS2",5997,1,191047948,TRUE,"NM_002923","ILMN_2197365"
"13870",14841,"RGS3",5998,5998,"NM_130795.2","NM_130795.2","RGS3",5998,9,115303553,TRUE,"NM_130795","ILMN_1724349"
"13871",14842,"RGS4",5999,5999,"NM_005613.3","NM_005613.3","RGS4",5999,1,161312616,TRUE,"NM_005613","ILMN_1758067"
"13872",14843,"RGS5",8490,8490,"NM_003617.2","NM_003617.2","RGS5",8490,1,161378940,TRUE,"NM_003617","ILMN_1651554"
"13873",14844,"RGS6",9628,9628,"NM_004296.3","NM_004296.3","RGS6",9628,14,72100037,TRUE,"NM_004296","ILMN_1778267"
"13874",14845,"RGS7BP",401190,401190,"NM_001029875.1","NM_001029875.1","RGS7BP",401190,5,63943395,TRUE,"NM_001029875","ILMN_1654632"
"13875",14846,"RGS7",6000,6000,"NM_002924.3","NM_002924.3","RGS7",6000,1,239005916,TRUE,"NM_002924","ILMN_1685496"
"13876",14847,"RGS8",85397,85397,"NM_033345.2","NM_033345.2","RGS8",85397,1,180902638,TRUE,"NM_033345","ILMN_1808215"
"13877",14848,"RGS9BP",388531,388531,"NM_207391.2","NM_207391.2","RGS9BP",388531,19,37860764,TRUE,"NM_207391","ILMN_1675172"
"13878",14849,"RGS9",8787,8787,"NM_003835.2","NM_003835.2","RGS9",8787,17,60653976,TRUE,"NM_003835","ILMN_1754468"
"13879",14850,"RGSL1",353299,353299,"NM_181572.2","NM_181572.2","RGSL1",353299,1,180791964,TRUE,"NM_181572","ILMN_1744995"
"13880",14851,"RHAG",6005,6005,"NM_000324.1","NM_000324.1","RHAG",6005,6,49681421,TRUE,"NM_000324","ILMN_1811410"
"13881",14852,"RHBDD1",84236,84236,"NM_032276.2","NM_032276.2","RHBDD1",84236,2,227569266,TRUE,"NM_032276","ILMN_1681543"
"13882",14853,"RHBDD2",57414,57414,"NM_001040456.1","NM_001040456.1","RHBDD2",57414,7,75355967,TRUE,"NM_001040456","ILMN_1809437"
"13883",14854,"RHBDD3",25807,25807,"NM_012265.1","NM_012265.1","RHBDD3",25807,22,27986119,TRUE,"NM_012265","ILMN_1815264"
"13884",14855,"RHBDF1",64285,64285,"NM_022450.2","NM_022450.2","RHBDF1",64285,16,48187,TRUE,"NM_022450","ILMN_1808404"
"13885",14856,"RHBDF2",79651,79651,"NM_024599.3","NM_024599.3","RHBDF2",79651,17,71987582,TRUE,"NM_024599","ILMN_1691717"
"13886",14857,"RHBDL1",9028,9028,"NM_003961.1","NM_003961.1","RHBDL1",9028,16,668138,TRUE,"NM_003961","ILMN_1660864"
"13887",14858,"RHBDL2",54933,54933,"NM_017821.3","NM_017821.3","RHBDL2",54933,1,39124516,TRUE,"NM_017821","ILMN_2053538"
"13888",14859,"RHBDL3",162494,162494,"NM_138328.2","NM_138328.2","RHBDL3",162494,17,27675623,TRUE,"NM_138328","ILMN_1716019"
"13889",14860,"RHBG",57127,57127,"NM_020407.2","NM_020407.2","RHBG",57127,1,154621369,TRUE,"NM_020407","ILMN_1697412"
"13890",14861,"RHCE",6006,6006,"NM_138617.2","NM_138617.2","RHCE",6006,1,25601714,TRUE,"NM_138617","ILMN_2408663"
"13891",14862,"RHCG",51458,51458,"NM_016321.1","NM_016321.1","RHCG",51458,15,87815835,TRUE,"NM_016321","ILMN_1778687"
"13892",14863,"RHD",6007,6007,"NM_016124.3","NM_016124.3","RHD",6007,1,25505781,TRUE,"NM_016124","ILMN_1651373"
"13893",14864,"RHEBL1",121268,121268,"NM_144593.1","NM_144593.1","RHEBL1",121268,12,47744950,TRUE,"NM_144593","ILMN_1721029"
"13894",14865,"RHEB",6009,6009,"NM_005614.3","NM_005614.3","RHEB",6009,7,150795170,TRUE,"NM_005614","ILMN_1657949"
"13895",14866,"RHOA",387,387,"NM_001664.2","NM_001664.2","RHOA",387,3,49371791,TRUE,"NM_001664","ILMN_1781290"
"13896",14867,"RHOBTB1",9886,9886,"NM_001032380.1","NM_001032380.1","RHOBTB1",9886,10,62431193,TRUE,"NM_001032380","ILMN_2376502"
"13897",14868,"RHOBTB2",23221,23221,"NM_015178.1","NM_015178.1","RHOBTB2",23221,8,22933450,TRUE,"NM_015178","ILMN_2195957"
"13898",14869,"RHOBTB3",22836,22836,"NM_014899.3","NM_014899.3","RHOBTB3",22836,5,95156245,TRUE,"NM_014899","ILMN_1744949"
"13899",14870,"RHOB",388,388,"NM_004040.2","NM_004040.2","RHOB",388,2,20512387,TRUE,"NM_004040","ILMN_1802205"
"13900",14871,"RHOC",389,389,"NM_001042678.1","NM_001042678.1","RHOC",389,1,113045326,TRUE,"NM_001042678","ILMN_1673305"
"13901",14872,"RHOD",29984,29984,"NM_014578.2","NM_014578.2","RHOD",29984,11,66595854,TRUE,"NM_014578","ILMN_2089167"
"13902",14873,"RHOF",54509,54509,"NM_019034.2","NM_019034.2","RHOF",54509,12,120700334,TRUE,"NM_019034","ILMN_1652918"
"13903",14874,"RHOG",391,391,"NM_001665.3","NM_001665.3","RHOG",391,11,3804980,TRUE,"NM_001665","ILMN_1739792"
"13904",14875,"RHOH",399,399,"NM_004310.3","NM_004310.3","RHOH",399,4,39922040,TRUE,"NM_004310","ILMN_1684553"
"13905",14876,"RHOJ",57381,57381,"NM_020663.3","NM_020663.3","RHOJ",57381,14,62827821,TRUE,"NM_020663","ILMN_1678215"
"13906",14877,"RHOQ",23433,23433,"NM_012249.3","NM_012249.3","RHOQ",23433,2,46662835,TRUE,"NM_012249","ILMN_1810559"
"13907",14878,"RHOT1",55288,55288,"NM_001033566.1","NM_001033566.1","RHOT1",55288,17,27575772,TRUE,"NM_001033566","ILMN_1678504"
"13908",14879,"RHOT2",89941,89941,"NM_138769.1","NM_138769.1","RHOT2",89941,16,663965,TRUE,"NM_138769","ILMN_1669310"
"13909",14881,"RHOV",171177,171177,"NM_133639.2","NM_133639.2","RHOV",171177,15,38952426,TRUE,"NM_133639","ILMN_1698484"
"13910",14882,"RHOXF1",158800,158800,"NM_139282.1","NM_139282.1","RHOXF1",158800,23,119133411,TRUE,"NM_139282","ILMN_1776888"
"13911",14883,"RHOXF2B",727940,727940,"NM_001099685.1","NM_001099685.1","RHOXF2",727940,23,119176973,FALSE,"NM_001099685","ILMN_1685228"
"13912",14884,"RHO",6010,6010,"NM_000539.2","NM_000539.2","RHO",6010,3,130736795,TRUE,"NM_000539","ILMN_1803871"
"13913",14885,"RHPN1",114822,114822,"NM_052924.2","NM_052924.2","RHPN1",114822,8,144535809,TRUE,"NM_052924","ILMN_1742003"
"13914",14886,"RHPN2",85415,85415,"NM_033103.3","NM_033103.3","DKFZp761L1918",85415,19,38161390,FALSE,"NM_033103","ILMN_1753143"
"13915",14887,"RIBC1",158787,158787,"NM_001031745.1","NM_001031745.1","RIBC1",158787,23,53471733,TRUE,"NM_001031745","ILMN_1768954"
"13916",14888,"RIBC2",26150,26150,"NM_015653.2","NM_015653.2","RIBC2",26150,22,44200657,TRUE,"NM_015653","ILMN_1680349"
"13917",14889,"RIC3",79608,79608,"NM_024557.2","NM_024557.2","RIC3",79608,11,8087455,TRUE,"NM_024557","ILMN_1749077"
"13918",14890,"RIC8A",60626,60626,"NM_021932.4","NM_021932.4","RIC8A",60626,11,204773,TRUE,"NM_021932","ILMN_1770733"
"13919",14891,"RIC8B",55188,55188,"NM_018157.2","NM_018157.2","RIC8B",55188,12,105805042,TRUE,"NM_018157","ILMN_1663532"
"13920",14892,"ARHGAP44",9912,9912,"NM_014859.3","NM_014859.3","RICH2",9912,17,12835520,FALSE,"NM_014859","ILMN_2065022"
"13921",14893,"RICTOR",253260,253260,"NM_152756.3","NM_152756.3","RICTOR",253260,5,38974282,TRUE,"NM_152756","ILMN_1705828"
"13922",14894,"RIF1",55183,55183,"NM_018151.3","NM_018151.3","RIF1",55183,2,152040606,TRUE,"NM_018151","ILMN_2149053"
"13923",14895,"RILPL1",353116,353116,"NM_178314.2","NM_178314.2","RILPL1",353116,12,122522755,TRUE,"NM_178314","ILMN_1805643"
"13924",14896,"RILPL2",196383,196383,"NM_145058.1","NM_145058.1","RILPL2",196383,12,122466312,TRUE,"NM_145058","ILMN_1678490"
"13925",14897,"RILP",83547,83547,"NM_031430.2","NM_031430.2","RILP",83547,17,1496975,TRUE,"NM_031430","ILMN_1800172"
"13926",14898,"RIMBP2",23504,23504,"NM_015347.3","NM_015347.3","RIMBP2",23504,12,129447161,TRUE,"NM_015347","ILMN_1676283"
"13927",14900,"RIMBP3",85376,85376,"XM_371429.2","XM_371429.2","RIMBP3",85376,22,18837357,TRUE,"XM_371429","ILMN_1732988"
"13928",14901,"RIMKLA",284716,284716,"NM_173642.2","NM_173642.2","RIMKLA",284716,1,42653181,TRUE,"NM_173642","ILMN_1706664"
"13929",14902,"RIMKLB",57494,57494,"NM_020734.1","NM_020734.1","RIMKLB",57494,12,8821642,TRUE,"NM_020734","ILMN_1681757"
"13930",14903,"RIMS1",22999,22999,"NM_014989.3","NM_014989.3","RIMS1",22999,6,73167052,TRUE,"NM_014989","ILMN_1700759"
"13931",14904,"RIMS2",9699,9699,"NM_014677.3","NM_014677.3","RIMS2",9699,8,105333715,TRUE,"NM_014677","ILMN_1665257"
"13932",14905,"RIMS3",9783,9783,"NM_014747.2","NM_014747.2","RIMS3",9783,1,40859091,TRUE,"NM_014747","ILMN_1742382"
"13933",14906,"RIMS4",140730,140730,"NM_182970.2","NM_182970.2","RIMS4",140730,20,42814086,TRUE,"NM_182970","ILMN_1746031"
"13934",14907,"RIN1",9610,9610,"NM_004292.2","NM_004292.2","RIN1",9610,11,65856323,TRUE,"NM_004292","ILMN_1660858"
"13935",14908,"RIN2",54453,54453,"NM_018993.2","NM_018993.2","RIN2",54453,20,19930854,TRUE,"NM_018993","ILMN_1769546"
"13936",14909,"RIN3",79890,79890,"NM_024832.3","NM_024832.3","RIN3",79890,14,92224740,TRUE,"NM_024832","ILMN_1731736"
"13937",14910,"RING1",6015,6015,"NM_002931.3","NM_002931.3","RING1",6015,6,33288360,TRUE,"NM_002931","ILMN_1666399"
"13938",14911,"RINL",126432,126432,"NM_198445.2","NM_198445.2","RINL",126432,19,44051614,TRUE,"NM_198445","ILMN_1790962"
"13939",14912,"RINT1",60561,60561,"NM_021930.4","NM_021930.4","RINT1",60561,7,104994893,TRUE,"NM_021930","ILMN_1784584"
"13940",14913,"RIOK1",83732,83732,"NM_153005.1","NM_153005.1","RIOK1",83732,6,7347976,TRUE,"NM_153005","ILMN_1797534"
"13941",14914,"RIOK2",55781,55781,"NM_018343.1","NM_018343.1","RIOK2",55781,5,96528996,TRUE,"NM_018343","ILMN_1655329"
"13942",14915,"RIOK3",8780,8780,"NM_003831.2","NM_003831.2","RIOK3",8780,18,19315353,TRUE,"NM_003831","ILMN_2404135"
"13943",14916,"RIPK1",8737,8737,"NM_003804.3","NM_003804.3","RIPK1",8737,6,3060208,TRUE,"NM_003804","ILMN_2119535"
"13944",14917,"RIPK2",8767,8767,"NM_003821.5","NM_003821.5","RIPK2",8767,8,90871541,TRUE,"NM_003821","ILMN_1758939"
"13945",14918,"RIPK3",11035,11035,"NM_006871.3","NM_006871.3","RIPK3",11035,14,23875178,TRUE,"NM_006871","ILMN_1763763"
"13946",14919,"RIPK4",54101,54101,"NM_020639.2","NM_020639.2","RIPK4",54101,21,42033009,TRUE,"NM_020639","ILMN_1680018"
"13947",14921,"RIPPLY2",134701,134701,"NM_001009994.1","NM_001009994.1","RIPPLY2",134701,6,84620211,TRUE,"NM_001009994","ILMN_2200915"
"13948",14922,"RIT1",6016,6016,"NM_006912.4","NM_006912.4","RIT1",6016,1,154140726,TRUE,"NM_006912","ILMN_1656335"
"13949",14923,"RIT2",6014,6014,"NM_002930.2","NM_002930.2","RIT2",6014,18,38577559,TRUE,"NM_002930","ILMN_1796673"
"13950",14924,"RLBP1",6017,6017,"NM_000326.3","NM_000326.3","RLBP1",6017,15,87554415,TRUE,"NM_000326","ILMN_1751980"
"13951",14925,"RLF",6018,6018,"NM_012421.2","NM_012421.2","RLF",6018,1,40478776,TRUE,"NM_012421","ILMN_1801156"
"13952",14926,"RLIM",51132,51132,"NM_183353.1","NM_183353.1","RLIM",51132,23,73749170,TRUE,"NM_183353","ILMN_1727789"
"13953",14927,"RLN1",6013,6013,"NM_006911.2","NM_006911.2","RLN1",6013,9,5325302,TRUE,"NM_006911","ILMN_1796775"
"13954",14928,"RLN2",6019,6019,"NM_134441.1","NM_134441.1","RLN2",6019,9,5290241,TRUE,"NM_134441","ILMN_1748529"
"13955",14929,"RLN3",117579,117579,"NM_080864.2","NM_080864.2","RLN3",117579,19,14000197,TRUE,"NM_080864","ILMN_1717278"
"13956",14930,"RLTPR",146206,146206,"NM_001013838.1","NM_001013838.1","RLTPR",146206,16,66248696,TRUE,"NM_001013838","ILMN_1746138"
"13957",14931,"RMI1",80010,80010,"NM_024945.1","NM_024945.1","RMI1",80010,9,85808612,TRUE,"NM_024945","ILMN_1754051"
"13958",14932,"RMND1",55005,55005,"NM_017909.1","NM_017909.1","RMND1",55005,6,151768592,TRUE,"NM_017909","ILMN_1694533"
"13959",14933,"RMND5A",64795,64795,"NM_022780.2","NM_022780.2","RMND5A",64795,2,86855695,TRUE,"NM_022780","ILMN_1714093"
"13960",14934,"RMND5B",64777,64777,"NM_022762.3","NM_022762.3","RMND5B",64777,5,177507850,TRUE,"NM_022762","ILMN_1737847"
"13961",14937,"RNASE10",338879,338879,"NM_001012975.1","NM_001012975.1","RNASE10",338879,14,20048743,TRUE,"NM_001012975","ILMN_1684083"
"13962",14938,"RNASE11",122651,122651,"NM_145250.3","NM_145250.3","RNASE11",122651,14,20121206,TRUE,"NM_145250","ILMN_1733428"
"13963",14939,"RNASE12",493901,493901,"NM_001024822.1","NM_001024822.1","RNASE12",493901,14,20128526,TRUE,"NM_001024822","ILMN_1742118"
"13964",14940,"RNASE13",440163,440163,"NM_001012264.3","NM_001012264.3","RNASE13",440163,14,20571160,TRUE,"NM_001012264","ILMN_1762871"
"13965",14941,"RNASE1",6035,6035,"NM_198232.1","NM_198232.1","RNASE1",6035,14,20339576,TRUE,"NM_198232","ILMN_1795183"
"13966",14942,"RNASE2",6036,6036,"NM_002934.2","NM_002934.2","RNASE2",6036,14,20494098,TRUE,"NM_002934","ILMN_1730628"
"13967",14943,"RNASE3",6037,6037,"NM_002935.2","NM_002935.2","RNASE3",6037,14,20430007,TRUE,"NM_002935","ILMN_2113126"
"13968",14944,"RNASE4",6038,6038,"NM_194431.1","NM_194431.1","ANG",6038,14,20226824,FALSE,"NM_194431","ILMN_2294978"
"13969",14945,"RNASE6",6039,6039,"NM_005615.4","NM_005615.4","RNASE6",6039,14,20320106,TRUE,"NM_005615","ILMN_1780533"
"13970",14946,"RNASE7",84659,84659,"NM_032572.2","NM_032572.2","RNASE7",84659,14,20581846,TRUE,"NM_032572","ILMN_1712849"
"13971",14947,"RNASE8",122665,122665,"NM_138331.1","NM_138331.1","RNASE8",122665,14,20596284,TRUE,"NM_138331","ILMN_1716967"
"13972",14948,"RNASE9",390443,390443,"NM_001001673.3","NM_001001673.3","RNASE9",390443,14,20094495,TRUE,"NM_001001673","ILMN_1655474"
"13973",14949,"RNASEH1",246243,246243,"NM_002936.3","NM_002936.3","RNASEH1",246243,2,3570834,TRUE,"NM_002936","ILMN_1726783"
"13974",14950,"RNASEH2A",10535,10535,"NM_006397.2","NM_006397.2","RNASEH2A",10535,19,12785220,TRUE,"NM_006397","ILMN_1810901"
"13975",14951,"RNASEH2B",79621,79621,"NM_024570.1","NM_024570.1","RNASEH2B",79621,13,50428526,TRUE,"NM_024570","ILMN_1782488"
"13976",14952,"RNASEH2C",84153,84153,"NM_032193.3","NM_032193.3","RNASEH2C",84153,11,65243677,TRUE,"NM_032193","ILMN_1765518"
"13977",14953,"RNASEK",440400,440400,"NM_001004333.2","NM_001004333.2","RNASEK",440400,17,6858373,TRUE,"NM_001004333","ILMN_1715698"
"13978",14954,"RNASEL",6041,6041,"NM_021133.2","NM_021133.2","RNASEL",6041,1,180809675,TRUE,"NM_021133","ILMN_1671281"
"13979",14955,"DROSHA",29102,29102,"NM_013235.3","NM_013235.3","RNASEN",29102,5,31442720,FALSE,"NM_013235","ILMN_1790410"
"13980",14956,"RNASET2",8635,8635,"NM_003730.3","NM_003730.3","RNASET2",8635,6,167263085,TRUE,"NM_003730","ILMN_1671565"
"13981",14957,"RND1",27289,27289,"NM_014470.2","NM_014470.2","RND1",27289,12,47537429,TRUE,"NM_014470","ILMN_1651838"
"13982",14958,"RND2",8153,8153,"NM_005440.3","NM_005440.3","RND2",8153,17,38434723,TRUE,"NM_005440","ILMN_1736533"
"13983",14959,"RND3",390,390,"NM_005168.3","NM_005168.3","RND3",390,2,151033326,TRUE,"NM_005168","ILMN_1759513"
"13984",14960,"RNF103",7844,7844,"NM_005667.2","NM_005667.2","RNF103",7844,2,86684484,TRUE,"NM_005667","ILMN_1692199"
"13985",14961,"RNF10",9921,9921,"NM_014868.3","NM_014868.3","RNF10",9921,12,119499516,TRUE,"NM_014868","ILMN_1697529"
"13986",14962,"RNF111",54778,54778,"NM_017610.6","NM_017610.6","RNF111",54778,15,57176208,TRUE,"NM_017610","ILMN_1760209"
"13987",14963,"RNF112",7732,7732,"NM_007148.3","NM_007148.3","BFP/ZNF179",7732,17,19260819,FALSE,"NM_007148","ILMN_1744676"
"13988",14964,"RNF113A",7737,7737,"NM_006978.1","NM_006978.1","RNF113A",7737,23,118888632,TRUE,"NM_006978","ILMN_1786388"
"13989",14965,"RNF113B",140432,140432,"NM_178861.4","NM_178861.4","RNF113B",140432,13,97626366,TRUE,"NM_178861","ILMN_1768795"
"13990",14966,"RNF114",55905,55905,"NM_018683.3","NM_018683.3","RNF114",55905,20,48003651,TRUE,"NM_018683","ILMN_1792078"
"13991",14967,"RNF115",27246,27246,"NM_014455.1","NM_014455.1","ZNF364",27246,1,144399916,FALSE,"NM_014455","ILMN_1811997"
"13992",14968,"RNF11",26994,26994,"NM_014372.3","NM_014372.3","RNF11",26994,1,51509984,TRUE,"NM_014372","ILMN_1810785"
"13993",14969,"RNF121",55298,55298,"NM_018320.3","NM_018320.3","RNF121",55298,11,71386048,TRUE,"NM_018320","ILMN_2356031"
"13994",14970,"RNF122",79845,79845,"NM_024787.2","NM_024787.2","RNF122",79845,8,33524898,TRUE,"NM_024787","ILMN_1691119"
"13995",14971,"RNF123",63891,63891,"NM_022064.2","NM_022064.2","RNF123",63891,3,49733840,TRUE,"NM_022064","ILMN_1663605"
"13996",14972,"RNF125",54941,54941,"NM_017831.3","NM_017831.3","RNF125",54941,18,27879687,TRUE,"NM_017831","ILMN_1747192"
"13997",14973,"RNF126P1",376412,376412,"XR_000279.2","XR_000279.2","",376412,17,52474610,FALSE,"XR_000279","ILMN_1737698"
"13998",14974,"RNF126",55658,55658,"NM_194460.1","NM_194460.1","RNF126",55658,19,599112,TRUE,"NM_194460","ILMN_1790741"
"13999",14975,"RNF128",79589,79589,"NM_194463.1","NM_194463.1","RNF128",79589,23,105857222,TRUE,"NM_194463","ILMN_1775742"
"14000",14976,"RNF130",55819,55819,"NM_018434.4","NM_018434.4","RNF130",55819,5,179326441,TRUE,"NM_018434","ILMN_1729294"
"14001",14977,"RNF133",168433,168433,"NM_139175.1","NM_139175.1","RNF133",168433,7,122125351,TRUE,"NM_139175","ILMN_1710026"
"14002",14978,"RNF135",84282,84282,"NM_197939.1","NM_197939.1","RNF135",84282,17,26350809,TRUE,"NM_197939","ILMN_1700660"
"14003",14979,"RNF138P1",379013,379013,"NR_001575.1","NR_001575.1","RNF138P1",379013,5,54863403,TRUE,"NR_001575","ILMN_2144064"
"14004",14980,"RNF138",51444,51444,"NM_016271.3","NM_016271.3","RNF138",51444,18,27965284,TRUE,"NM_016271","ILMN_1655165"
"14005",14981,"RNF139",11236,11236,"NM_007218.3","NM_007218.3","RNF139",11236,8,125569880,TRUE,"NM_007218","ILMN_1811787"
"14006",14982,"RNF13",11342,11342,"NM_183381.1","NM_183381.1","RNF13",11342,3,151162039,TRUE,"NM_183381","ILMN_2339748"
"14007",14983,"RNF141",50862,50862,"NM_016422.3","NM_016422.3","RNF141",50862,11,10489958,TRUE,"NM_016422","ILMN_1815010"
"14008",14984,"RNF144A",9781,9781,"NM_014746.2","NM_014746.2","RNF144A",9781,2,7101381,TRUE,"NM_014746","ILMN_1777660"
"14009",14985,"RNF144B",255488,255488,"NM_182757.2","NM_182757.2","RNF144B",255488,6,18576235,TRUE,"NM_182757","ILMN_1752526"
"14010",14986,"RNF145",153830,153830,"NM_144726.1","NM_144726.1","RNF145",153830,5,158517446,TRUE,"NM_144726","ILMN_1710906"
"14011",14987,"RNF146",81847,81847,"NM_030963.2","NM_030963.2","RNF146",81847,6,127650633,TRUE,"NM_030963","ILMN_1685679"
"14012",14988,"RNF148",378925,378925,"NM_198085.1","NM_198085.1","RNF148",378925,7,122129177,TRUE,"NM_198085","ILMN_1763184"
"14013",14989,"RNF149",284996,284996,"NM_173647.2","NM_173647.2","RNF149",284996,2,101259178,TRUE,"NM_173647","ILMN_1665877"
"14014",14990,"RNF14",9604,9604,"NM_183399.1","NM_183399.1","RNF14",9604,5,141348607,TRUE,"NM_183399","ILMN_1714461"
"14015",14991,"RNF150",57484,57484,"NM_020724.1","NM_020724.1","RNF150",57484,4,142006239,TRUE,"NM_020724","ILMN_1767446"
"14016",14992,"RNF151",146310,146310,"NM_174903.4","NM_174903.4","RNF151",146310,16,1958521,TRUE,"NM_174903","ILMN_1745330"
"14017",14993,"RNF152",220441,220441,"NM_173557.1","NM_173557.1","AK096495",220441,18,57632517,FALSE,"NM_173557","ILMN_2071826"
"14018",14994,"RNF157",114804,114804,"NM_052916.1","NM_052916.1","RNF157",114804,17,71651776,TRUE,"NM_052916","ILMN_1706266"
"14019",14995,"LTN1",26046,26046,"NM_015565.1","NM_015565.1","RNF160",26046,21,29222725,FALSE,"NM_015565","ILMN_1760360"
"14020",14996,"RNF165",494470,494470,"NM_152470.2","NM_152470.2","RNF165",494470,18,42294266,TRUE,"NM_152470","ILMN_1792389"
"14021",14997,"RNF166",115992,115992,"NM_178841.2","NM_178841.2","RNF166",115992,16,87290696,TRUE,"NM_178841","ILMN_1695356"
"14022",14998,"RNF167",26001,26001,"NM_015528.1","NM_015528.1","RNF167",26001,17,4789168,TRUE,"NM_015528","ILMN_1794726"
"14023",14999,"RNF168",165918,165918,"NM_152617.2","NM_152617.2","RNF168",165918,3,197683281,TRUE,"NM_152617","ILMN_1657158"
"14024",15000,"RNF169",254225,254225,"NM_001098638.1","NM_001098638.1","RNF169",254225,11,74225391,TRUE,"NM_001098638","ILMN_1732969"
"14025",15001,"RNF170",81790,81790,"NM_030954.2","NM_030954.2","RNF170",81790,8,42829956,TRUE,"NM_030954","ILMN_1709265"
"14026",15002,"RNF175",285533,285533,"NM_173662.2","NM_173662.2","RNF175",285533,4,154850962,TRUE,"NM_173662","ILMN_1741281"
"14027",15003,"RNF17",56163,56163,"NM_031277.2","NM_031277.2","RNF17",56163,13,24268302,TRUE,"NM_031277","ILMN_1689621"
"14028",15004,"RNF180",285671,285671,"NM_178532.2","NM_178532.2","RNF180",285671,5,63546085,TRUE,"NM_178532","ILMN_1755179"
"14029",15005,"RNF181",51255,51255,"NM_016494.3","NM_016494.3","RNF181",51255,2,85677788,TRUE,"NM_016494","ILMN_1655340"
"14030",15007,"RNF183",138065,138065,"NM_145051.3","NM_145051.3","RNF183",138065,9,115099712,TRUE,"NM_145051","ILMN_1692591"
"14031",15008,"RNF185",91445,91445,"NM_152267.2","NM_152267.2","RNF185",91445,22,29932726,TRUE,"NM_152267","ILMN_1691293"
"14032",15009,"RNF186",54546,54546,"NM_019062.1","NM_019062.1","RNF186",54546,1,20013399,TRUE,"NM_019062","ILMN_1811278"
"14033",15010,"RNF187",149603,149603,"XM_928029.2","XM_928029.2","RNF187",149603,1,226748472,TRUE,"XM_928029","ILMN_1707372"
"14034",15011,"RNF19A",25897,25897,"NM_015435.3","NM_015435.3","RNF19A",25897,8,101339164,TRUE,"NM_015435","ILMN_2381197"
"14035",15012,"RNF19B",127544,127544,"NM_153341.1","NM_153341.1","RNF19B",127544,1,33175043,TRUE,"NM_153341","ILMN_1682081"
"14036",15013,"RNF207",388591,388591,"NM_207396.1","NM_207396.1","RNF207",388591,1,6190693,TRUE,"NM_207396","ILMN_1727916"
