"Hugo_Symbol","AgeAssociatedVennSet"
"IGDCC4","Breast_TCGA and Breast_MB"
"IGF2BP2","Breast_TCGA and Breast_MB"
"IGFBP3","Breast_TCGA and Breast_MB"
"IGSF1","Breast_TCGA and Breast_MB"
"IGSF21","Breast_TCGA and Breast_MB"
"IGSF3","Breast_TCGA and Breast_MB"
"IKBKB","Breast_TCGA and Breast_MB"
"IL13RA1","Breast_TCGA and Breast_MB"
"IL17B","Breast_TCGA and Breast_MB"
"IL17RC","Breast_TCGA and Breast_MB"
"IL18R1","Breast_TCGA and Breast_MB"
"IL27RA","Breast_TCGA and Breast_MB"
"IL32","Breast_TCGA and Breast_MB"
"IL33","Breast_TCGA and Breast_MB"
"IL34","Breast_TCGA and Breast_MB"
"IL7R","Breast_TCGA and Breast_MB"
"INPP5J","Breast_TCGA and Breast_MB"
"IQCK","Breast_TCGA and Breast_MB"
"IQSEC2","Breast_TCGA and Breast_MB"
"ISLR","Breast_TCGA and Breast_MB"
"ISM1","Breast_TCGA and Breast_MB"
"ITGA1","Breast_TCGA and Breast_MB"
"ITGB1","Breast_TCGA and Breast_MB"
"ITK","Breast_TCGA and Breast_MB"
"ITM2C","Breast_TCGA and Breast_MB"
"ITPKA","Breast_TCGA and Breast_MB"
"ITPR1","Breast_TCGA and Breast_MB"
"ITPRIP","Breast_TCGA and Breast_MB"
"ITPRIPL2","Breast_TCGA and Breast_MB"
"JADE3","Breast_TCGA and Breast_MB"
"JAK1","Breast_TCGA and Breast_MB"
"JAM2","Breast_TCGA and Breast_MB"
"JAM3","Breast_TCGA and Breast_MB"
"JAML","Breast_TCGA and Breast_MB"
"JCHAIN","Breast_TCGA and Breast_MB"
"JMJD8","Breast_TCGA and Breast_MB"
"JOSD1","Breast_TCGA and Breast_MB"
"KANK4","Breast_TCGA and Breast_MB"
"KARS","Breast_TCGA and Breast_MB"
"KCNAB1","Breast_TCGA and Breast_MB"
"KCNE4","Breast_TCGA and Breast_MB"
"KCNG1","Breast_TCGA and Breast_MB"
"KCNK5","Breast_TCGA and Breast_MB"
"KCNMB1","Breast_TCGA and Breast_MB"
"KCNN4","Breast_TCGA and Breast_MB"
"KCNS3","Breast_TCGA and Breast_MB"
"KCTD6","Breast_TCGA and Breast_MB"
"KDELC1","Breast_TCGA and Breast_MB"
"KDM2B","Breast_TCGA and Breast_MB"
"KHDRBS3","Breast_TCGA and Breast_MB"
"KIAA0141","Breast_TCGA and Breast_MB"
"KIAA0226L","Breast_TCGA and Breast_MB"
"KIAA0556","Breast_TCGA and Breast_MB"
"KIAA0922","Breast_TCGA and Breast_MB"
"KIAA1211L","Breast_TCGA and Breast_MB"
"KIAA1524","Breast_TCGA and Breast_MB"
"KIF11","Breast_TCGA and Breast_MB"
"KIF13B","Breast_TCGA and Breast_MB"
"KIF14","Breast_TCGA and Breast_MB"
"KIF1B","Breast_TCGA and Breast_MB"
"KIF23","Breast_TCGA and Breast_MB"
"KIF4A","Breast_TCGA and Breast_MB"
"KIT","Breast_TCGA and Breast_MB"
"KLF12","Breast_TCGA and Breast_MB"
"KLHDC9","Breast_TCGA and Breast_MB"
"KLHL13","Breast_TCGA and Breast_MB"
"KLHL29","Breast_TCGA and Breast_MB"
"KLK10","Breast_TCGA and Breast_MB"
"KLK5","Breast_TCGA and Breast_MB"
"KLK6","Breast_TCGA and Breast_MB"
"KLK7","Breast_TCGA and Breast_MB"
"KLK8","Breast_TCGA and Breast_MB"
"KLRC3","Breast_TCGA and Breast_MB"
"KLRD1","Breast_TCGA and Breast_MB"
"KLRG2","Breast_TCGA and Breast_MB"
"KPNA2","Breast_TCGA and Breast_MB"
"KRT14","Breast_TCGA and Breast_MB"
"KRT16","Breast_TCGA and Breast_MB"
"KRT17","Breast_TCGA and Breast_MB"
"KRT5","Breast_TCGA and Breast_MB"
"KRT6B","Breast_TCGA and Breast_MB"
"KRT7","Breast_TCGA and Breast_MB"
"KRT80","Breast_TCGA and Breast_MB"
"KRT81","Breast_TCGA and Breast_MB"
"L3MBTL3","Breast_TCGA and Breast_MB"
"LAD1","Breast_TCGA and Breast_MB"
"LAMA1","Breast_TCGA and Breast_MB"
"LAMA4","Breast_TCGA and Breast_MB"
"LAMB1","Breast_TCGA and Breast_MB"
"LAMB3","Breast_TCGA and Breast_MB"
"LAMC1","Breast_TCGA and Breast_MB"
"LAMC2","Breast_TCGA and Breast_MB"
"LAMC3","Breast_TCGA and Breast_MB"
"LARP6","Breast_TCGA and Breast_MB"
"LBH","Breast_TCGA and Breast_MB"
"LBR","Breast_TCGA and Breast_MB"
"LDB2","Breast_TCGA and Breast_MB"
"LDHB","Breast_TCGA and Breast_MB"
"LDHD","Breast_TCGA and Breast_MB"
"LDOC1","Breast_TCGA and Breast_MB"
"LEFTY2","Breast_TCGA and Breast_MB"
"LEMD1","Breast_TCGA and Breast_MB"
"LEPR","Breast_TCGA and Breast_MB"
"LGALS7","Breast_TCGA and Breast_MB"
"LGALS7B","Breast_TCGA and Breast_MB"
"LGALS8","Breast_TCGA and Breast_MB"
"LGR6","Breast_TCGA and Breast_MB"
"LHFP","Breast_TCGA and Breast_MB"
"LIMA1","Breast_TCGA and Breast_MB"
"LIMCH1","Breast_TCGA and Breast_MB"
"LINC00467","Breast_TCGA and Breast_MB"
"LINC00938","Breast_TCGA and Breast_MB"
"LINC01124","Breast_TCGA and Breast_MB"
"LIX1L","Breast_TCGA and Breast_MB"
"LMNTD2","Breast_TCGA and Breast_MB"
"LOC401052","Breast_TCGA and Breast_MB"
"LOX","Breast_TCGA and Breast_MB"
"LOXL4","Breast_TCGA and Breast_MB"
"LPIN1","Breast_TCGA and Breast_MB"
"LRFN5","Breast_TCGA and Breast_MB"
"LRIG1","Breast_TCGA and Breast_MB"
"LRIG3","Breast_TCGA and Breast_MB"
"LRP2","Breast_TCGA and Breast_MB"
"LRP8","Breast_TCGA and Breast_MB"
"LRRC26","Breast_TCGA and Breast_MB"
"LRRC28","Breast_TCGA and Breast_MB"
"LRRC46","Breast_TCGA and Breast_MB"
"LRRC56","Breast_TCGA and Breast_MB"
"LRRC6","Breast_TCGA and Breast_MB"
"LRRC8D","Breast_TCGA and Breast_MB"
"LRRC8E","Breast_TCGA and Breast_MB"
"LRTOMT","Breast_TCGA and Breast_MB"
"LTB","Breast_TCGA and Breast_MB"
"LUZP1","Breast_TCGA and Breast_MB"
"LYRM9","Breast_TCGA and Breast_MB"
"LZTFL1","Breast_TCGA and Breast_MB"
"LZTS1","Breast_TCGA and Breast_MB"
"MAD2L1","Breast_TCGA and Breast_MB"
"MAGED2","Breast_TCGA and Breast_MB"
"MAGOH","Breast_TCGA and Breast_MB"
"MAL","Breast_TCGA and Breast_MB"
"MAMDC2","Breast_TCGA and Breast_MB"
"MAMLD1","Breast_TCGA and Breast_MB"
"MANBA","Breast_TCGA and Breast_MB"
"MANSC1","Breast_TCGA and Breast_MB"
"MAP2K4","Breast_TCGA and Breast_MB"
"MAP7","Breast_TCGA and Breast_MB"
"MAPK8IP3","Breast_TCGA and Breast_MB"
"MAPRE2","Breast_TCGA and Breast_MB"
"MARC2","Breast_TCGA and Breast_MB"
"MARCKS","Breast_TCGA and Breast_MB"
"MARCKSL1","Breast_TCGA and Breast_MB"
"MAT2A","Breast_TCGA and Breast_MB"
"MATK","Breast_TCGA and Breast_MB"
"MATN2","Breast_TCGA and Breast_MB"
"MB","Breast_TCGA and Breast_MB"
"MB21D2","Breast_TCGA and Breast_MB"
"MCCC1","Breast_TCGA and Breast_MB"
"MCM10","Breast_TCGA and Breast_MB"
"MCM2","Breast_TCGA and Breast_MB"
"MCM6","Breast_TCGA and Breast_MB"
"MCM7","Breast_TCGA and Breast_MB"
"MEIS3P1","Breast_TCGA and Breast_MB"
"MELK","Breast_TCGA and Breast_MB"
"MEMO1","Breast_TCGA and Breast_MB"
"METAP1","Breast_TCGA and Breast_MB"
"METRN","Breast_TCGA and Breast_MB"
"MEX3B","Breast_TCGA and Breast_MB"
"MFAP2","Breast_TCGA and Breast_MB"
"MFGE8","Breast_TCGA and Breast_MB"
"MFSD5","Breast_TCGA and Breast_MB"
"MFSD7","Breast_TCGA and Breast_MB"
"MGST2","Breast_TCGA and Breast_MB"
"MIA","Breast_TCGA and Breast_MB"
"MIA3","Breast_TCGA and Breast_MB"
"MICALL1","Breast_TCGA and Breast_MB"
"MID1","Breast_TCGA and Breast_MB"
"MIR99AHG","Breast_TCGA and Breast_MB"
"MLKL","Breast_TCGA and Breast_MB"
"MLLT11","Breast_TCGA and Breast_MB"
"MLPH","Breast_TCGA and Breast_MB"
"MME","Breast_TCGA and Breast_MB"
"MMEL1","Breast_TCGA and Breast_MB"
"MMP10","Breast_TCGA and Breast_MB"
"MMP3","Breast_TCGA and Breast_MB"
"MMP7","Breast_TCGA and Breast_MB"
"MOAP1","Breast_TCGA and Breast_MB"
"MPP6","Breast_TCGA and Breast_MB"
"MPZL1","Breast_TCGA and Breast_MB"
"MRAP2","Breast_TCGA and Breast_MB"
"MRAS","Breast_TCGA and Breast_MB"
"MRPL37","Breast_TCGA and Breast_MB"
"MRPL53","Breast_TCGA and Breast_MB"
"MRPS30","Breast_TCGA and Breast_MB"
"MRPS36","Breast_TCGA and Breast_MB"
"MSANTD3","Breast_TCGA and Breast_MB"
"MSI2","Breast_TCGA and Breast_MB"
"MSRB3","Breast_TCGA and Breast_MB"
"MT1X","Breast_TCGA and Breast_MB"
"MTAP","Breast_TCGA and Breast_MB"
"MTHFD1L","Breast_TCGA and Breast_MB"
"MTMR2","Breast_TCGA and Breast_MB"
"MUC16","Breast_TCGA and Breast_MB"
"MUC20","Breast_TCGA and Breast_MB"
"MX2","Breast_TCGA and Breast_MB"
"MXRA5","Breast_TCGA and Breast_MB"
"MXRA7","Breast_TCGA and Breast_MB"
"MYBPC1","Breast_TCGA and Breast_MB"
"MYC","Breast_TCGA and Breast_MB"
"MYEOV","Breast_TCGA and Breast_MB"
"MYH11","Breast_TCGA and Breast_MB"
"MYL12A","Breast_TCGA and Breast_MB"
"MYL5","Breast_TCGA and Breast_MB"
"MYL7","Breast_TCGA and Breast_MB"
"MYLK","Breast_TCGA and Breast_MB"
"MYO6","Breast_TCGA and Breast_MB"
"MZB1","Breast_TCGA and Breast_MB"
"NAA38","Breast_TCGA and Breast_MB"
"NABP1","Breast_TCGA and Breast_MB"
"NAE1","Breast_TCGA and Breast_MB"
"NAGLU","Breast_TCGA and Breast_MB"
"NAPA","Breast_TCGA and Breast_MB"
"NAT1","Breast_TCGA and Breast_MB"
"NCAPD2","Breast_TCGA and Breast_MB"
"NCAPG","Breast_TCGA and Breast_MB"
"NCCRP1","Breast_TCGA and Breast_MB"
"NCEH1","Breast_TCGA and Breast_MB"
"NCK1","Breast_TCGA and Breast_MB"
"NCS1","Breast_TCGA and Breast_MB"
"NDC80","Breast_TCGA and Breast_MB"
"NDFIP1","Breast_TCGA and Breast_MB"
"NDN","Breast_TCGA and Breast_MB"
"NDP","Breast_TCGA and Breast_MB"
"NDRG4","Breast_TCGA and Breast_MB"
"NDUFA7","Breast_TCGA and Breast_MB"
"NDUFAF3","Breast_TCGA and Breast_MB"
"NDUFB10","Breast_TCGA and Breast_MB"
"NDUFS5","Breast_TCGA and Breast_MB"
"NECAB3","Breast_TCGA and Breast_MB"
"NEK11","Breast_TCGA and Breast_MB"
"NES","Breast_TCGA and Breast_MB"
"NETO2","Breast_TCGA and Breast_MB"
"NEU1","Breast_TCGA and Breast_MB"
"NEXN","Breast_TCGA and Breast_MB"
"NFIB","Breast_TCGA and Breast_MB"
"NFIL3","Breast_TCGA and Breast_MB"
"NICN1","Breast_TCGA and Breast_MB"
"NINJ2","Breast_TCGA and Breast_MB"
"NIP7","Breast_TCGA and Breast_MB"
"NKD2","Breast_TCGA and Breast_MB"
"NKIRAS1","Breast_TCGA and Breast_MB"
"NKX3-1","Breast_TCGA and Breast_MB"
"NMI","Breast_TCGA and Breast_MB"
"NMRAL1","Breast_TCGA and Breast_MB"
"NMT2","Breast_TCGA and Breast_MB"
"NMU","Breast_TCGA and Breast_MB"
"NNMT","Breast_TCGA and Breast_MB"
"NOL11","Breast_TCGA and Breast_MB"
"NOP2","Breast_TCGA and Breast_MB"
"NOSTRIN","Breast_TCGA and Breast_MB"
"NOTCH1","Breast_TCGA and Breast_MB"
"NOVA1","Breast_TCGA and Breast_MB"
"NPAS1","Breast_TCGA and Breast_MB"
"NPM3","Breast_TCGA and Breast_MB"
"NPNT","Breast_TCGA and Breast_MB"
"NPRL2","Breast_TCGA and Breast_MB"
"NRAS","Breast_TCGA and Breast_MB"
"NREP","Breast_TCGA and Breast_MB"
"NRP1","Breast_TCGA and Breast_MB"
"NRXN2","Breast_TCGA and Breast_MB"
"NSG1","Breast_TCGA and Breast_MB"
"NSMCE1","Breast_TCGA and Breast_MB"
"NSUN7","Breast_TCGA and Breast_MB"
"NT5C2","Breast_TCGA and Breast_MB"
"NT5DC2","Breast_TCGA and Breast_MB"
"NT5DC3","Breast_TCGA and Breast_MB"
"NUBP1","Breast_TCGA and Breast_MB"
"NUCB2","Breast_TCGA and Breast_MB"
"NUDT11","Breast_TCGA and Breast_MB"
"NUDT16L1","Breast_TCGA and Breast_MB"
"NUDT18","Breast_TCGA and Breast_MB"
"NUDT6","Breast_TCGA and Breast_MB"
"NUP160","Breast_TCGA and Breast_MB"
"NUP93","Breast_TCGA and Breast_MB"
"NUPR1","Breast_TCGA and Breast_MB"
"NUSAP1","Breast_TCGA and Breast_MB"
"NXN","Breast_TCGA and Breast_MB"
"OCEL1","Breast_TCGA and Breast_MB"
"ODAM","Breast_TCGA and Breast_MB"
"ODF2L","Breast_TCGA and Breast_MB"
"OLFM4","Breast_TCGA and Breast_MB"
"OLFML1","Breast_TCGA and Breast_MB"
"OPN3","Breast_TCGA and Breast_MB"
"OPTN","Breast_TCGA and Breast_MB"
"ORAI3","Breast_TCGA and Breast_MB"
"OSBPL10","Breast_TCGA and Breast_MB"
"OSBPL3","Breast_TCGA and Breast_MB"
"OSR1","Breast_TCGA and Breast_MB"
"OXTR","Breast_TCGA and Breast_MB"
"P2RX4","Breast_TCGA and Breast_MB"
"P3H1","Breast_TCGA and Breast_MB"
"P3H2","Breast_TCGA and Breast_MB"
"P4HTM","Breast_TCGA and Breast_MB"
"PABPC1","Breast_TCGA and Breast_MB"
"PABPC4","Breast_TCGA and Breast_MB"
"PAK1IP1","Breast_TCGA and Breast_MB"
"PAK6","Breast_TCGA and Breast_MB"
"PAMR1","Breast_TCGA and Breast_MB"
"PAPLN","Breast_TCGA and Breast_MB"
"PAPSS1","Breast_TCGA and Breast_MB"
"PAQR3","Breast_TCGA and Breast_MB"
"PARD6G","Breast_TCGA and Breast_MB"
"PARM1","Breast_TCGA and Breast_MB"
"PARP3","Breast_TCGA and Breast_MB"
"PARP4","Breast_TCGA and Breast_MB"
"PARPBP","Breast_TCGA and Breast_MB"
"PCBD2","Breast_TCGA and Breast_MB"
"PCDH18","Breast_TCGA and Breast_MB"
"PCMTD1","Breast_TCGA and Breast_MB"
"PCP2","Breast_TCGA and Breast_MB"
"PCSK4","Breast_TCGA and Breast_MB"
"PCSK5","Breast_TCGA and Breast_MB"
"PDCD2L","Breast_TCGA and Breast_MB"
"PDE5A","Breast_TCGA and Breast_MB"
"PDE7A","Breast_TCGA and Breast_MB"
"PDE7B","Breast_TCGA and Breast_MB"
"PDE9A","Breast_TCGA and Breast_MB"
"PDGFRA","Breast_TCGA and Breast_MB"
"PDGFRB","Breast_TCGA and Breast_MB"
"PDGFRL","Breast_TCGA and Breast_MB"
"PDHB","Breast_TCGA and Breast_MB"
"PDPK1","Breast_TCGA and Breast_MB"
"PDPN","Breast_TCGA and Breast_MB"
"PDSS1","Breast_TCGA and Breast_MB"
"PDXDC1","Breast_TCGA and Breast_MB"
"PEBP4","Breast_TCGA and Breast_MB"
"PEG10","Breast_TCGA and Breast_MB"
"PEX19","Breast_TCGA and Breast_MB"
"PEX7","Breast_TCGA and Breast_MB"
"PFN2","Breast_TCGA and Breast_MB"
"PGRMC2","Breast_TCGA and Breast_MB"
"PHF19","Breast_TCGA and Breast_MB"
"PHF7","Breast_TCGA and Breast_MB"
"PHLDA1","Breast_TCGA and Breast_MB"
"PHOSPHO2","Breast_TCGA and Breast_MB"
"PID1","Breast_TCGA and Breast_MB"
"PIGH","Breast_TCGA and Breast_MB"
"PIGQ","Breast_TCGA and Breast_MB"
"PIGT","Breast_TCGA and Breast_MB"
"PIK3CD","Breast_TCGA and Breast_MB"
"PIM1","Breast_TCGA and Breast_MB"
"PIP","Breast_TCGA and Breast_MB"
"PISD","Breast_TCGA and Breast_MB"
"PITPNC1","Breast_TCGA and Breast_MB"
"PJA2","Breast_TCGA and Breast_MB"
"PKD2","Breast_TCGA and Breast_MB"
"PKIA","Breast_TCGA and Breast_MB"
"PKIB","Breast_TCGA and Breast_MB"
"PKP1","Breast_TCGA and Breast_MB"
"PLA2G4F","Breast_TCGA and Breast_MB"
"PLAC8","Breast_TCGA and Breast_MB"
"PLAGL1","Breast_TCGA and Breast_MB"
"PLCD4","Breast_TCGA and Breast_MB"
"PLCG2","Breast_TCGA and Breast_MB"
"PLD1","Breast_TCGA and Breast_MB"
"PLEKHF2","Breast_TCGA and Breast_MB"
"PLEKHG1","Breast_TCGA and Breast_MB"
"PLOD2","Breast_TCGA and Breast_MB"
"PLPP3","Breast_TCGA and Breast_MB"
"PLPPR2","Breast_TCGA and Breast_MB"
"PLS3","Breast_TCGA and Breast_MB"
"PLSCR1","Breast_TCGA and Breast_MB"
"PLSCR3","Breast_TCGA and Breast_MB"
"PLXDC2","Breast_TCGA and Breast_MB"
"PM20D2","Breast_TCGA and Breast_MB"
"PNMT","Breast_TCGA and Breast_MB"
"PNP","Breast_TCGA and Breast_MB"
"PNPLA4","Breast_TCGA and Breast_MB"
"PNPLA7","Breast_TCGA and Breast_MB"
"PODXL","Breast_TCGA and Breast_MB"
"POLB","Breast_TCGA and Breast_MB"
"POLD4","Breast_TCGA and Breast_MB"
"POLN","Breast_TCGA and Breast_MB"
"POLQ","Breast_TCGA and Breast_MB"
"POLR1E","Breast_TCGA and Breast_MB"
"POLR3K","Breast_TCGA and Breast_MB"
"POP1","Breast_TCGA and Breast_MB"
"POSTN","Breast_TCGA and Breast_MB"
"POU2AF1","Breast_TCGA and Breast_MB"
"PPARGC1A","Breast_TCGA and Breast_MB"
"PPM1G","Breast_TCGA and Breast_MB"
"PPM1J","Breast_TCGA and Breast_MB"
"PPP1R14C","Breast_TCGA and Breast_MB"
"PPP1R18","Breast_TCGA and Breast_MB"
"PRC1","Breast_TCGA and Breast_MB"
"PRDM8","Breast_TCGA and Breast_MB"
"PRICKLE1","Breast_TCGA and Breast_MB"
"PRKCA","Breast_TCGA and Breast_MB"
"PRKD1","Breast_TCGA and Breast_MB"
"PRKX","Breast_TCGA and Breast_MB"
"PRMT1","Breast_TCGA and Breast_MB"
"PRMT6","Breast_TCGA and Breast_MB"
"PRNP","Breast_TCGA and Breast_MB"
"PROM1","Breast_TCGA and Breast_MB"
"PROSER1","Breast_TCGA and Breast_MB"
"PRR11","Breast_TCGA and Breast_MB"
"PRR13","Breast_TCGA and Breast_MB"
"PRRT3","Breast_TCGA and Breast_MB"
"PRRX1","Breast_TCGA and Breast_MB"
"PRRX2","Breast_TCGA and Breast_MB"
"PRSS3","Breast_TCGA and Breast_MB"
"PRTFDC1","Breast_TCGA and Breast_MB"
"PSAT1","Breast_TCGA and Breast_MB"
"PSD4","Breast_TCGA and Breast_MB"
"PSIP1","Breast_TCGA and Breast_MB"
"PSMD12","Breast_TCGA and Breast_MB"
"PTCHD1","Breast_TCGA and Breast_MB"
"PTDSS1","Breast_TCGA and Breast_MB"
"PTGR2","Breast_TCGA and Breast_MB"
"PTGS2","Breast_TCGA and Breast_MB"
"PTH2R","Breast_TCGA and Breast_MB"
"PTHLH","Breast_TCGA and Breast_MB"
"PTK6","Breast_TCGA and Breast_MB"
"PTK7","Breast_TCGA and Breast_MB"
"PTMA","Breast_TCGA and Breast_MB"
"PTN","Breast_TCGA and Breast_MB"
"PTPN2","Breast_TCGA and Breast_MB"
"PTPRN2","Breast_TCGA and Breast_MB"
"PTRF","Breast_TCGA and Breast_MB"
"PUM3","Breast_TCGA and Breast_MB"
"PXDN","Breast_TCGA and Breast_MB"
"PYCARD","Breast_TCGA and Breast_MB"
"PYGL","Breast_TCGA and Breast_MB"
"QSOX1","Breast_TCGA and Breast_MB"
"RAB17","Breast_TCGA and Breast_MB"
"RAB23","Breast_TCGA and Breast_MB"
"RAB30","Breast_TCGA and Breast_MB"
"RAB3IL1","Breast_TCGA and Breast_MB"
"RAB5C","Breast_TCGA and Breast_MB"
"RABEP1","Breast_TCGA and Breast_MB"
"RAD51AP1","Breast_TCGA and Breast_MB"
"RAI14","Breast_TCGA and Breast_MB"
"RALGPS2","Breast_TCGA and Breast_MB"
"RANBP1","Breast_TCGA and Breast_MB"
"RANBP3L","Breast_TCGA and Breast_MB"
"RAP2A","Breast_TCGA and Breast_MB"
"RAPGEF3","Breast_TCGA and Breast_MB"
"RARA","Breast_TCGA and Breast_MB"
"RARRES1","Breast_TCGA and Breast_MB"
"RARRES3","Breast_TCGA and Breast_MB"
"RASAL1","Breast_TCGA and Breast_MB"
"RASL11B","Breast_TCGA and Breast_MB"
"RBKS","Breast_TCGA and Breast_MB"
"RBM47","Breast_TCGA and Breast_MB"
"RBP1","Breast_TCGA and Breast_MB"
"RCAN1","Breast_TCGA and Breast_MB"
"RCC2","Breast_TCGA and Breast_MB"
"RCL1","Breast_TCGA and Breast_MB"
"RDH10","Breast_TCGA and Breast_MB"
"RECK","Breast_TCGA and Breast_MB"
"REEP1","Breast_TCGA and Breast_MB"
"REEP5","Breast_TCGA and Breast_MB"
"REEP6","Breast_TCGA and Breast_MB"
"RELN","Breast_TCGA and Breast_MB"
"RFC3","Breast_TCGA and Breast_MB"
"RFC4","Breast_TCGA and Breast_MB"
"RFTN2","Breast_TCGA and Breast_MB"
"RFWD3","Breast_TCGA and Breast_MB"
"RGL1","Breast_TCGA and Breast_MB"
"RGMA","Breast_TCGA and Breast_MB"
"RGS11","Breast_TCGA and Breast_MB"
"RGS18","Breast_TCGA and Breast_MB"
"RGS2","Breast_TCGA and Breast_MB"
"RGS4","Breast_TCGA and Breast_MB"
"RHBDD2","Breast_TCGA and Breast_MB"
"RHBDF2","Breast_TCGA and Breast_MB"
"RHBDL1","Breast_TCGA and Breast_MB"
"RHOB","Breast_TCGA and Breast_MB"
"RHOJ","Breast_TCGA and Breast_MB"
"RIMS3","Breast_TCGA and Breast_MB"
"RIPK4","Breast_TCGA and Breast_MB"
"RMND1","Breast_TCGA and Breast_MB"
"RMND5B","Breast_TCGA and Breast_MB"
"RND3","Breast_TCGA and Breast_MB"
"RNF103","Breast_TCGA and Breast_MB"
"RNF141","Breast_TCGA and Breast_MB"
"RNF144A","Breast_TCGA and Breast_MB"
"RNF145","Breast_TCGA and Breast_MB"
"RNF150","Breast_TCGA and Breast_MB"
"RNF170","Breast_TCGA and Breast_MB"
"ROPN1","Breast_TCGA and Breast_MB"
"ROR1","Breast_TCGA and Breast_MB"
"RORC","Breast_TCGA and Breast_MB"
"RPH3AL","Breast_TCGA and Breast_MB"
"RPL13","Breast_TCGA and Breast_MB"
"RPL4","Breast_TCGA and Breast_MB"
"RPL9","Breast_TCGA and Breast_MB"
"RPLP0","Breast_TCGA and Breast_MB"
"RPS17","Breast_TCGA and Breast_MB"
"RPS18","Breast_TCGA and Breast_MB"
"RPS27A","Breast_TCGA and Breast_MB"
"RPS7","Breast_TCGA and Breast_MB"
"RRAS2","Breast_TCGA and Breast_MB"
"RRNAD1","Breast_TCGA and Breast_MB"
"RSPH1","Breast_TCGA and Breast_MB"
"RSPH3","Breast_TCGA and Breast_MB"
"RSU1","Breast_TCGA and Breast_MB"
"RTN2","Breast_TCGA and Breast_MB"
"RTN4RL1","Breast_TCGA and Breast_MB"
"RUNDC1","Breast_TCGA and Breast_MB"
"RUNX1T1","Breast_TCGA and Breast_MB"
"RUNX3","Breast_TCGA and Breast_MB"
"RWDD2A","Breast_TCGA and Breast_MB"
"RYR1","Breast_TCGA and Breast_MB"
"SAMD3","Breast_TCGA and Breast_MB"
"SAMD5","Breast_TCGA and Breast_MB"
"SAR1B","Breast_TCGA and Breast_MB"
"SCCPDH","Breast_TCGA and Breast_MB"
"SCD5","Breast_TCGA and Breast_MB"
"SCG5","Breast_TCGA and Breast_MB"
"SCGB2A1","Breast_TCGA and Breast_MB"
"SCHIP1","Breast_TCGA and Breast_MB"
"SCN1B","Breast_TCGA and Breast_MB"
"SCPEP1","Breast_TCGA and Breast_MB"
"SDHAF3","Breast_TCGA and Breast_MB"
"SDK2","Breast_TCGA and Breast_MB"
"SDSL","Breast_TCGA and Breast_MB"
"SEC22C","Breast_TCGA and Breast_MB"
"SEL1L3","Breast_TCGA and Breast_MB"
"SELENBP1","Breast_TCGA and Breast_MB"
"SELM","Breast_TCGA and Breast_MB"
"SEMA3F","Breast_TCGA and Breast_MB"
"SEPHS1","Breast_TCGA and Breast_MB"
"SEPT11","Breast_TCGA and Breast_MB"
"SEPT3","Breast_TCGA and Breast_MB"
"SERPINA11","Breast_TCGA and Breast_MB"
"SERPINB5","Breast_TCGA and Breast_MB"
"SERPINB6","Breast_TCGA and Breast_MB"
"SERPINE2","Breast_TCGA and Breast_MB"
"SERPINF2","Breast_TCGA and Breast_MB"
"SERPING1","Breast_TCGA and Breast_MB"
"SERPINH1","Breast_TCGA and Breast_MB"
"SERPINI1","Breast_TCGA and Breast_MB"
"SESTD1","Breast_TCGA and Breast_MB"
"SF3B3","Breast_TCGA and Breast_MB"
"SFRP1","Breast_TCGA and Breast_MB"
"SFRP2","Breast_TCGA and Breast_MB"
"SGCE","Breast_TCGA and Breast_MB"
"SGK1","Breast_TCGA and Breast_MB"
"SH2D1A","Breast_TCGA and Breast_MB"
"SH2D4A","Breast_TCGA and Breast_MB"
"SH3BP4","Breast_TCGA and Breast_MB"
"SH3KBP1","Breast_TCGA and Breast_MB"
"SH3PXD2A","Breast_TCGA and Breast_MB"
"SH3PXD2B","Breast_TCGA and Breast_MB"
"SHC4","Breast_TCGA and Breast_MB"
"SHROOM1","Breast_TCGA and Breast_MB"
"SHROOM2","Breast_TCGA and Breast_MB"
"SHTN1","Breast_TCGA and Breast_MB"
"SIL1","Breast_TCGA and Breast_MB"
"SIRPG","Breast_TCGA and Breast_MB"
"SKA1","Breast_TCGA and Breast_MB"
"SKP1","Breast_TCGA and Breast_MB"
"SLAIN1","Breast_TCGA and Breast_MB"
"SLAMF6","Breast_TCGA and Breast_MB"
"SLC18B1","Breast_TCGA and Breast_MB"
"SLC22A15","Breast_TCGA and Breast_MB"
"SLC22A18","Breast_TCGA and Breast_MB"
"SLC22A23","Breast_TCGA and Breast_MB"
"SLC22A4","Breast_TCGA and Breast_MB"
"SLC22A5","Breast_TCGA and Breast_MB"
"SLC25A16","Breast_TCGA and Breast_MB"
"SLC25A35","Breast_TCGA and Breast_MB"
"SLC25A38","Breast_TCGA and Breast_MB"
"SLC27A1","Breast_TCGA and Breast_MB"
"SLC27A2","Breast_TCGA and Breast_MB"
"SLC2A1","Breast_TCGA and Breast_MB"
"SLC2A12","Breast_TCGA and Breast_MB"
"SLC30A8","Breast_TCGA and Breast_MB"
"SLC35A3","Breast_TCGA and Breast_MB"
"SLC35C1","Breast_TCGA and Breast_MB"
"SLC35F2","Breast_TCGA and Breast_MB"
"SLC43A3","Breast_TCGA and Breast_MB"
"SLC44A4","Breast_TCGA and Breast_MB"
"SLC5A6","Breast_TCGA and Breast_MB"
